Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-10-08T23:42:56.333,1,0.0033247746052123576,0.6848215677900524,FoVP,-0.7097158948809121,0.705460746933679,2459861.489397308
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-10-09T01:29:30.543,6,-0.002033539628471987,0.6843067259449076,FoVF,-0.7099354166242589,0.7052582489189013,2459861.5633986583
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-11-07T19:11:54.456,7,-0.004536250850586941,-1.1546701115747742,FoVF,0.6043643052217611,0.7075978999244092,2459891.2989536193
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-03-03T05:06:40.348,1,0.0038849684795701825,-2.180748416666206,FoVP,-0.5544923330221909,0.7112953020006256,2460006.711411039
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-03-03T06:53:14.582,5,-1.0324900020317912E-4,-2.1844896873744246,FoVF,-0.552814839188767,0.7131424865604749,2460006.7854230283
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-03-30T16:58:37.829,1,0.003948926874499587,2.3286628714012583,FoVP,0.7114917529057075,0.7189209476153862,2460034.207779066
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-04-27T00:31:41.896,2,0.0049076234261565405,-2.7241489396700267,FoVF,-0.6766429945218886,0.7293322296355004,2460061.5244908254
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-10T09:37:44.844,7,-0.006723652110900528,1.8514734151110166,FoVP,0.2391381915675276,0.7228644445073391,2460105.9062660956
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-10T15:37:59.318,4,-0.0017651322663706295,1.8683814102392142,FoVP,0.22291900233536088,0.7264808010617506,2460106.156442949
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-10T17:24:33.546,5,-3.9664585841626564E-4,1.8734110687784462,FoVF,0.2180906735439289,0.7274887889565693,2460106.230452968
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-10T21:38:13.518,2,0.002678885058821598,1.8854304348654733,FoVP,0.20654591664341077,0.7297718494682429,2460106.4066165644
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-10T23:24:47.670,2,0.0038943058674106574,1.8904989127225318,FoVF,0.20167489532191762,0.7306814954658865,2460106.4806256825
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-14T17:28:08.039,1,0.005581414371961305,2.152515779089524,FoVF,-0.05008321285359355,0.7348282008838487,2460110.2330747694
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-14T21:41:47.882,2,0.002848724712826543,2.164606983403586,FoVP,-0.06155655787062781,0.7329779344047049,2460110.409236069
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-14T23:28:22.053,4,0.0016299188801965788,2.169670147201669,FoVF,-0.06635334167278373,0.7321490770975764,2460110.483245056
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-15T03:42:02.068,4,-0.001437922451758464,2.1816801159776933,FoVP,-0.07771257563802382,0.7300551689687413,2460110.6594082876
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-15T05:28:36.314,6,-0.0027962792985148075,2.1867074430866094,FoVF,-0.08245938040250564,0.7291252007454698,2460110.733418128
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2023-06-15T09:42:16.517,7,-0.0061932115195241595,2.198628182279067,FoVP,-0.09369506699455409,0.7267937399195468,2460110.9095834866
